restart,iteration,operator,current_cost,restart_best_cost,global_best_cost,temperature,pack_types_current,pack_types_best,shortage_units_best,overstock_units_best,elapsed_seconds
1,73000,reallocate,257214,257214,174600,6.97388e-13,600,600,0,18266,8099.62
1,73250,reallocate,257214,257214,174516,6.15423e-13,600,600,0,18266,8128.83
1,73500,reallocate,257203,257203,174506,5.43092e-13,600,600,0,18265,8158.16
1,73750,reallocate,257168,257168,174468,4.79262e-13,600,600,0,18256,8187.33
1,74000,reallocate,257168,257168,174468,4.22934e-13,600,600,0,18256,8216.67
1,74250,reallocate,257119,257119,174468,3.73226e-13,600,600,0,18233,8246.01
1,74500,reallocate,257119,257119,174427,3.29361e-13,600,600,0,18233,8275.03
1,74750,reallocate,257119,257119,174427,2.90651e-13,600,600,0,18233,8304.19
1,75000,reallocate,257109,257109,174421,2.5649e-13,600,600,0,18228,8332.83
1,75250,reallocate,257076,257076,174414,2.26345e-13,600,600,0,18225,8361.98
1,75500,reallocate,256996,256996,174414,1.99743e-13,600,600,0,18212,8390.07
1,75750,reallocate,256878,256878,174384,1.76267e-13,600,600,0,18208,8418.79
1,76000,reallocate,256869,256869,174326,1.5555e-13,600,600,0,18198,8447.75
1,76250,reallocate,256842,256842,174308,1.37268e-13,600,600,0,18183,8474.27
1,76500,reallocate,256747,256747,174180,1.21135e-13,600,600,0,18172,8499.28
1,76750,reallocate,256747,256747,174180,1.06898e-13,600,600,0,18172,8527.27
1,77000,reallocate,256716,256716,174180,9.4334e-14,600,600,0,18158,8555.74
1,77250,reallocate,256592,256592,174066,8.32468e-14,600,600,0,18129,8585.16
1,77500,reallocate,256552,256552,174035,7.34628e-14,600,600,0,18124,8611.73
1,77750,reallocate,256526,256526,174012,6.48287e-14,600,600,0,18121,8640.57
1,78000,reallocate,256516,256516,174012,5.72093e-14,600,600,0,18119,8668.89
1,78250,reallocate,256510,256510,174012,5.04855e-14,600,600,0,18119,8688.56
1,78500,reallocate,256480,256480,174012,4.45519e-14,600,600,0,18125,8710.14
1,78750,reallocate,256448,256448,174012,3.93157e-14,600,600,0,18121,8731.76
1,79000,reallocate,256310,256310,174012,3.46949e-14,600,600,0,18105,8757.55
