pack_id,Amsterdam,Berlin,Brussels,Copenhagen,Helsinki,Madrid,Paris,Platform,Rome,Stockholm,Webshop
P342,0,0,0,0,0,0,0,0,0,0,1
P343,0,0,0,0,0,1,0,0,0,0,0
P344,0,0,0,0,0,0,0,0,0,0,2
P345,0,1,0,3,1,0,0,0,0,0,2
P346,0,1,0,0,0,0,0,1,1,0,0
P347,0,0,1,0,0,0,1,0,0,0,0
P348,0,0,0,0,0,1,1,0,0,0,0
P349,0,1,1,0,0,0,0,0,0,0,0
P350,0,0,0,0,1,0,1,0,0,0,0
P351,0,0,0,0,0,2,0,0,1,0,7
P352,0,0,0,0,0,0,0,1,0,0,1
P353,0,0,0,0,0,0,0,0,0,1,0
P354,0,0,0,0,2,0,0,1,0,0,0
P355,0,1,0,0,0,0,0,0,0,0,0
P356,0,0,0,1,0,1,0,0,0,0,2
P357,0,1,0,2,0,1,0,1,0,0,0
P358,0,0,0,1,0,1,0,0,0,0,2
P359,0,0,0,1,0,0,0,0,0,1,0
P360,1,0,2,0,0,0,0,0,0,0,0
P361,0,0,0,1,0,0,0,0,0,0,0
P362,1,0,1,2,0,1,0,0,0,0,0
P363,1,0,1,0,0,0,0,0,0,0,1
P364,0,0,0,0,0,0,0,0,0,0,1
P365,0,0,0,0,0,1,0,0,1,0,0
P366,0,0,0,0,1,2,0,0,0,0,0
P367,0,0,0,0,0,0,2,1,2,2,0
P368,2,0,0,0,0,0,1,0,0,0,0
P369,0,0,0,0,0,0,0,0,0,1,3
P370,0,0,0,2,0,0,0,0,0,0,3
P371,0,0,0,0,0,1,0,0,0,0,0
P372,0,1,1,6,6,7,0,0,0,2,12
P373,0,0,0,0,7,2,0,0,0,0,18
P374,0,0,0,2,1,2,1,0,0,0,1
P375,0,0,0,0,2,0,0,0,0,0,0
P376,0,0,0,0,1,0,0,0,0,0,0
P377,0,0,0,0,0,0,1,0,0,0,0
P378,0,0,0,0,3,1,0,0,0,0,0
P379,0,0,0,3,0,0,0,0,0,0,0
P380,1,0,0,0,0,0,0,0,0,1,2
P381,0,0,0,0,0,0,3,1,0,0,1
P382,0,0,0,0,0,1,0,0,0,0,1
P383,0,0,0,0,0,0,0,0,0,1,0
P384,0,0,0,0,0,0,0,0,1,3,0
P385,0,0,0,0,0,0,0,2,0,0,0
P386,0,0,0,5,0,1,0,0,0,0,0
P387,0,0,1,2,1,1,2,0,0,0,0
P388,0,1,0,2,0,0,0,0,0,0,0
P389,0,0,2,0,0,0,0,0,0,0,0
P390,1,0,0,0,2,0,1,1,0,0,0
P391,0,0,0,0,3,0,1,0,0,0,0
P392,0,0,1,0,1,0,1,1,0,0,0
P393,2,0,0,0,0,2,0,0,0,4,4
P394,0,0,0,0,0,2,0,0,0,0,3
P395,0,0,0,0,1,0,0,0,0,0,1
P396,1,0,0,0,0,0,0,0,0,0,2
P397,0,0,0,0,0,0,2,0,0,1,1
P398,0,1,0,0,0,0,0,0,0,0,0
P399,0,0,0,0,0,1,0,1,0,0,0
P400,0,0,1,0,1,0,0,0,0,0,1
P401,0,0,0,0,0,0,0,1,0,0,0
P402,0,0,0,1,0,0,0,0,0,0,0
P403,0,0,0,3,0,0,0,0,0,0,0
P404,0,0,0,1,1,0,0,0,0,0,0
P405,0,0,0,0,1,0,0,0,0,1,0
P406,0,0,0,0,0,1,0,0,0,0,0
P407,0,0,0,0,1,0,0,0,0,0,0
P408,1,1,1,0,0,0,0,0,0,0,0
P409,0,0,1,0,0,0,0,0,0,0,0
P410,0,0,0,0,0,2,0,0,0,1,0
P411,0,0,0,3,0,0,0,0,1,0,2
P412,0,1,2,0,4,1,2,0,0,0,0
P413,0,0,3,0,1,0,2,0,0,0,0
P414,0,0,1,0,0,0,0,0,0,0,2
P415,0,0,0,0,2,0,0,0,0,0,1
P416,0,0,0,2,1,0,0,0,0,0,0
P417,1,0,1,0,1,0,0,0,0,1,1
P418,1,0,0,0,0,0,0,0,0,2,1
P419,0,0,0,0,0,3,0,0,0,0,0
P420,0,0,2,0,2,0,1,0,0,2,4
